State,SL_NO,PC_No,PC_Name,Electors_Total,Voters_Male,Voters_Female,Voters_TG,Voters_Total,Voters_NRI,Postal_Votes,Total_Voters,Turnout_Percent,Turnout_Male,Turnout_Female,Turnout_TG
Andaman & Nicobar Islands,1.,1,Andaman & Nicobar Islands,318471,109407,97671,2,207080,0,318,207398,65.12,64.63,65.47,22.22
Andhra Pradesh,2.,1,Aruku,1451418,523085,544258,19,1067362,0,10873,1078235,74.29,73.71,73.39,20.21
Andhra Pradesh,3.,2,Srikakulam,1553860,548060,594937,14,1143011,0,21275,1164286,74.93,70.08,77.11,6.7
Andhra Pradesh,4.,3,Vizianagaram,1503980,603059,605843,7,1208909,0,13524,1222433,81.28,79.98,80.8,5.69
Andhra Pradesh,5.,4,Visakhapatnam,1829300,608306,624713,7,1233026,0,6895,1239921,67.78,66.26,68.57,6.03
Andhra Pradesh,6.,5,Anakapalli,1521363,606111,626764,6,1232881,0,7575,1240456,81.54,80.79,81.29,9.09
Andhra Pradesh,7.,6,Kakinada,1563930,616003,611330,66,1227399,0,9415,1236814,79.08,79.38,77.61,29.33
Andhra Pradesh,8.,7,Amalapuram,1459556,617210,607337,0,1224547,0,10821,1235368,84.64,84.62,83.18,0
Andhra Pradesh,9.,8,Rajahmundry,1534256,617706,626974,8,1244688,0,5800,1250488,81.5,81.92,80.37,6.56
Andhra Pradesh,10.,9,Narsapuram,1439691,580912,587960,35,1168907,5,10255,1179162,81.9,81.94,80.48,22.88
Andhra Pradesh,11.,10,Eluru,1594950,659879,662137,32,1322048,0,10162,1332210,83.53,84,81.82,24.24
Andhra Pradesh,12.,11,Machilipatnam,1473347,609214,626244,14,1235472,0,10080,1245552,84.54,84.43,83.31,13.86
Andhra Pradesh,13.,12,Vijayawada,1652994,632378,640718,36,1273132,0,4643,1277775,77.3,77.57,76.49,20.69
Andhra Pradesh,14.,13,Guntur,1706119,659306,686873,31,1346210,0,5317,1351527,79.22,79.43,78.43,14.55
Andhra Pradesh,15.,14,Narasaraopet,1670391,707594,721882,49,1429525,0,11207,1440732,86.25,86.15,85.04,23.79
Andhra Pradesh,16.,15,Bapatla,1468671,618167,636396,7,1254570,0,15428,1269998,86.47,85.54,85.32,8.24
Andhra Pradesh,17.,16,Ongole,1556469,663664,659603,29,1323296,0,20707,1344003,86.35,84.95,85.1,33.33
Andhra Pradesh,18.,17,Nandyal,1603220,639159,649242,75,1288476,0,11309,1299785,81.07,80.67,80.09,22.46
Andhra Pradesh,19.,18,Kurnool,1573009,596807,585326,24,1182157,0,8515,1190672,75.69,75.86,74.46,12.06
Andhra Pradesh,20.,19,Anantapur,1664160,672882,661447,46,1334375,0,13739,1348114,81.01,80.82,79.56,25.27
Andhra Pradesh,21.,20,Hindupur,1578218,672703,654120,20,1326843,0,13184,1340027,84.91,84.57,83.57,27.78
Andhra Pradesh,22.,21,Kadapa,1570330,593730,625851,67,1219648,0,15899,1235547,78.68,76.65,78.67,28.63
Andhra Pradesh,23.,22,Nellore,1672845,629756,644145,33,1273934,0,15227,1289161,77.06,76.63,75.72,14.16
Andhra Pradesh,24.,23,Tirupati,1650453,643590,660641,31,1304262,0,12211,1316473,79.76,79.4,78.68,12.16
Andhra Pradesh,25.,24,Rajampet,1546938,597375,615378,21,1212774,0,13378,1226152,79.26,77.87,78.93,13.04
Andhra Pradesh,26.,25,Chittoor,1566499,650995,658150,27,1309172,0,10463,1319635,84.24,83.49,83.67,17.76
Arunachal Pradesh,27.,1,ARUNACHAL WEST,463775,160826,183297,0,344123,0,19924,364047,78.5,71.23,77.01,0
Arunachal Pradesh,28.,2,ARUNACHAL EAST,339788,139963,142891,0,282854,0,12865,295719,87.03,80.45,86.18,0
Assam,29.,1,Karimganj,1340173,556550,502069,0,1058619,0,2541,1061160,79.18,79.65,78.28,0
Assam,30.,2,Silchar,1195720,485516,459284,2,944802,0,5888,950690,79.51,78.52,79.55,2.67
Assam,31.,3,Autonomous District,795945,312945,302927,0,615872,0,1986,617858,77.63,77.2,77.56,0
Assam,32.,4,Dhubri,1858566,862010,820604,2,1682616,0,2442,1685058,90.66,90.61,90.45,8.33
Assam,33.,5,Kokrajhar,1776358,751087,718477,0,1469564,0,10180,1479744,83.3,82.44,83.04,0
Assam,34.,6,Barpeta,1685149,750196,702041,1,1452238,0,6570,1458808,86.57,85.92,86.45,6.25
Assam,35.,7,Gauhati,2181319,899023,862213,4,1761240,0,2710,1763950,80.87,81.48,79.99,5.13
Assam,36.,8,Mangaldoi,1800237,777107,724548,0,1501655,0,4764,1506419,83.68,83.96,82.84,0
Assam,37.,9,Tezpur,1499639,598677,587656,2,1186335,0,5550,1191885,79.48,77.93,80.35,6.45
Assam,38.,10,Nowgong,1794648,761620,728706,3,1490329,0,3295,1493624,83.23,82.58,83.54,6.12
Assam,39.,11,Kaliabor,1734938,728541,693125,5,1421671,0,3124,1424795,82.12,82.17,81.71,10.87
Assam,40.,12,Jorhat,1365035,535678,518560,1,1054239,0,4581,1058820,77.57,77.23,77.24,14.29
Assam,41.,13,Dibrugarh,1314319,514418,499258,1,1013677,0,2315,1015992,77.3,77.39,76.86,3.57
Assam,42.,14,Lakhimpur,1708013,651081,628945,2,1280028,0,3922,1283950,75.17,74.82,75.07,4.76
Bihar,43.,1,Valmiki Nagar,1665502,530289,499397,2,1029688,0,2543,1032231,61.98,59.26,64.81,2.08
Bihar,44.,2,Paschim Champaran,1633824,524330,483548,5,1007883,0,5490,1013373,62.02,59.63,64.1,7.94
Bihar,45.,3,Purvi Champaran,1658672,502773,490037,0,992810,0,7325,1000135,60.3,56.88,63.25,0
Bihar,46.,4,Sheohar,1686215,500312,500529,0,1000841,0,4086,1004927,59.6,55.8,63.4,0
Bihar,47.,5,Sitamarhi,1752454,504721,529645,1,1034367,0,5233,1039600,59.32,54.35,64.3,1.79
Bihar,48.,6,Madhubani,1792798,454516,507776,2,962294,0,2412,964706,53.81,48.04,59.98,3.92
Bihar,49.,7,Jhanjharpur,1852417,496451,562801,0,1059252,0,3139,1062391,57.35,51.15,63.83,0
Bihar,50.,8,Supaul,1690620,529157,580683,0,1109840,0,1156,1110996,65.72,60.09,71.68,0
Bihar,51.,9,Araria,1805439,575565,593532,1,1169098,0,643,1169741,64.79,60.55,69.43,1.59
Bihar,52.,10,Kishanganj,1659651,537374,563614,3,1100991,0,665,1101656,66.38,62.55,70.4,5
Bihar,53.,11,Katihar,1653353,554254,562770,0,1117024,0,1265,1118289,67.64,63.26,72.41,0
Bihar,54.,12,Purnia,1765312,574694,578456,1,1153151,0,838,1153989,65.37,62.72,68.13,2
Bihar,55.,13,Madhepura,1884883,552934,592789,0,1145723,0,1929,1147652,60.89,56.59,65.3,0
Bihar,56.,14,Darbhanga,1654811,468623,493457,2,962082,0,3428,965510,58.35,53.48,63.38,9.52
Bihar,57.,15,Muzaffarpur,1730553,532392,521572,0,1053964,0,4543,1058507,61.17,57.7,64.56,0
Bihar,58.,16,Vaishali,1735983,536923,535176,2,1072101,0,2650,1074751,61.91,57.58,66.6,4.17
Bihar,59.,17,Gopalganj (SC),1839514,476256,539136,2,1015394,0,10662,1026056,55.78,50.62,59.99,2.74
Bihar,60.,18,Siwan,1799551,471597,510554,0,982151,0,2699,984850,54.73,49.96,59.68,0
Bihar,61.,19,Maharajganj,1807768,467023,501866,2,968891,0,4098,972989,53.82,48.78,59.02,4.08
